YEAR,QUARTER,APOLLOHOSP_PRICE,AUROPHARMA_PRICE,CIPLA_PRICE,DRREDDY_PRICE,LUPIN_PRICE,SUNPHARMA_PRICE,APOLLOHOSP_VOL,AUROPHARMA_VOL,CIPLA_VOL,DRREDDY_VOL,LUPIN_VOL,SUNPHARMA_VOL
2016,3,1314.9825321320563,744.579838906565,516.6192558042464,602.0320385348413,1510.8052112210182,724.2607047788558,11621605.0,123133654.0,108899000.0,119969840.0,71536794.0,182872742.0
2016,4,1214.6453977491035,714.535346359503,534.2955862576845,591.4151291143698,1405.779677094006,638.1420728339524,10646802.0,137631867.0,75568326.0,85098050.0,57756187.0,276222397.0
2017,1,1185.5294346963205,650.3449037613407,551.7535400390625,545.2708863289125,1398.931396484375,612.321534187563,25850501.0,131346634.0,67397591.0,136761880.0,54018007.0,203978429.0
2017,2,1207.7503261878842,588.9729214027279,518.9306430503971,492.0906302029969,1186.4205682473105,552.41497902792,30319407.0,199054770.0,79558067.0,105776010.0,94273385.0,307446597.0
2017,3,1128.9217616489955,691.2598605685764,531.00488523453,443.6828380766369,981.3665170820933,475.8847961425781,21952676.0,170583154.0,77163625.0,271029390.0,121762442.0,304297032.0
2017,4,1070.1987009356098,685.9915417086694,570.2016325919859,443.60572667275704,876.5635070800781,494.16448826943673,33659122.0,146656422.0,91625083.0,169903680.0,138408164.0,287570126.0
2018,1,1115.9790181477865,586.9469309488933,557.6304351806641,427.97352447509763,800.7004089355469,512.1872146606445,22508949.0,156551922.0,97020113.0,182954945.0,96369516.0,396003655.0
2018,2,1011.812912940979,574.6868295669556,540.119059085846,398.83889150619507,768.8137159347534,475.1755828857422,25349341.0,142971943.0,164806800.0,255827495.0,149336656.0,393551740.0
2018,3,1029.2932979396132,634.1727024766266,606.8630691278177,447.81917934730404,842.8464695664703,556.5523141329405,60691780.0,233727621.0,157892249.0,301000695.0,218944330.0,415924954.0
2018,4,1155.3759905705685,730.9534541896132,534.9227935290727,485.41965622198387,824.1901285140241,482.3733805672067,37208432.0,178060061.0,158943829.0,276560225.0,120544197.0,664877544.0
2019,1,1198.3498453776042,725.1803914388021,499.1666514078776,507.5888946533203,777.8001566569011,408.38701680501305,51726328.0,128858288.0,122208862.0,295018865.0,109224123.0,600462598.0
2019,2,1231.6560770670574,680.4024058024089,525.0441218058269,520.4369232177735,752.1679504394531,396.8600209554036,36347876.0,170214389.0,143395255.0,208188235.0,113849888.0,381775029.0
2019,3,1375.9084846742692,569.0077622936618,473.29591221963204,505.6394417055192,725.1563002063382,388.98971606839086,44931954.0,158850821.0,124295633.0,195137145.0,81535286.0,478800099.0
2019,4,1408.4101382396261,442.10153398357454,437.6083959360592,541.6861657314613,724.3601384397413,396.02190311619495,43324150.0,288841661.0,205134473.0,170648195.0,90708929.0,356426059.0
2020,1,1541.2941061352926,453.03321523515007,419.0478791736421,583.8397841680618,666.6456473214286,382.5455351329985,61203061.0,329043355.0,236992227.0,272190965.0,126170919.0,449390468.0
2020,2,1322.7800251588983,652.0009693210408,583.8637783244504,748.9437090340307,830.9191046246027,439.3349878343485,65206326.0,475444113.0,563821422.0,373738000.0,243689316.0,841692225.0
2020,3,1621.8343968246922,801.3862184466738,690.4535013834635,856.2490937204072,912.2021447383996,478.73311591870856,82676575.0,277279079.0,568842006.0,705149740.0,279463655.0,687713069.0
2020,4,2233.1365579272074,814.6650787837922,743.0419127449156,968.3153027731274,928.4099547371031,494.9514450799851,96699646.0,216855004.0,468284814.0,515621580.0,223112770.0,620316621.0
2021,1,2769.7905673668033,876.1416655993852,786.9466212538422,917.1775072441726,1014.6405759717597,573.3572797931608,70217332.0,173869519.0,273331350.0,335362315.0,161784952.0,469485265.0
2021,2,3185.482417872695,945.4109136862833,888.9565579773949,1001.2559284147669,1117.436776583312,632.8178460793417,54954665.0,158729066.0,393632481.0,320748355.0,162147534.0,435181637.0
2021,3,4304.3859630766365,803.668929811508,909.9068429129464,964.4366280691964,1020.1013173905629,713.6953018430679,59715230.0,195910160.0,152272226.0,200706835.0,107756123.0,290276513.0
2021,4,4772.870954241072,676.9423024011037,884.4057035900298,921.3142157660591,898.8170272584946,759.4368596152653,51785243.0,142204865.0,156856064.0,124027815.0,85404785.0,240166878.0
2022,1,4637.4410380379095,648.9779102763191,923.2314383084657,837.8474531330046,804.2666485895876,826.4592625352203,54589792.0,149225350.0,171589644.0,172866860.0,93351082.0,221862085.0
2022,2,3967.2279564642135,572.0821730090726,938.0067965599799,819.8441713394657,665.9200193343625,846.4690285959551,45317687.0,125018133.0,116284529.0,135334280.0,76337373.0,188257631.0
2022,3,4178.125840928819,538.3659779382131,986.5216442289807,836.5023338681176,645.9521494063121,856.0295884874132,35461039.0,82440416.0,99826460.0,140499735.0,79059617.0,183852261.0
2022,4,4487.223569808468,481.55924643239666,1089.7018412928428,862.9600465836063,715.5666356240549,967.2305888514364,32018886.0,104077109.0,94811930.0,139454940.0,86437083.0,155347414.0
2023,1,4326.659856980847,449.98951179750503,954.5869357201361,861.8187659478957,691.0662349577873,965.6902081889491,25067738.0,112887276.0,113948402.0,95309210.0,54684167.0,133002671.0
2023,2,4628.7615234375,621.5759063720703,920.601518758138,931.2831013997396,755.6964772542318,953.7942952473958,29645887.0,113030971.0,122701238.0,124890055.0,71504987.0,155132945.0
2023,3,5007.513144841269,820.0281527080233,1142.8756936693949,1097.4620961991568,1033.7227841331846,1088.7750786675347,28593996.0,126415986.0,120712553.0,154721805.0,72854040.0,146889259.0
2023,4,5239.938712565104,959.2701446533204,1184.690743001302,1098.1346435546875,1197.6090576171875,1153.5022501627604,26895939.0,126373950.0,104991736.0,132702595.0,71660156.0,109961279.0
2024,1,6165.829166666666,1061.3585418701173,1382.3626688639322,1205.3513936360678,1526.1257629394531,1441.431884765625,29338480.0,166210366.0,99819896.0,117609570.0,77862923.0,151514932.0
2024,2,6066.830680338541,1169.4186238606771,1423.3232666015624,1192.2818481445313,1594.1162923177083,1491.405643717448,29113861.0,99444627.0,125295664.0,153474530.0,78747274.0,166524718.0
2024,3,6672.532958984375,1446.0048789978027,1554.2567691802979,1341.0824146270752,2015.147201538086,1707.9548816680908,24539249.0,91101124.0,102583782.0,123310670.0,96213576.0,131490407.0
2024,4,7036.711433656754,1330.030779438634,1508.6007158833165,1276.200652091734,2126.711488785282,1806.4663637222782,20990580.0,64921196.0,146821074.0,125046670.0,62351523.0,117212855.0
2025,1,6593.167378087198,1162.0765597435736,1446.965568296371,1210.3824462890625,2070.207261608493,1709.1719517861643,23342140.0,56097869.0,91730796.0,133006657.0,52705607.0,126659791.0
2025,2,6939.725049628586,1159.5783671394724,1478.606397284836,1221.0900978963882,1986.5836641905737,1697.2369865042265,25339761.0,83906154.0,100880806.0,130120326.0,71846672.0,174755465.0
2025,3,7555.6928787231445,1094.8210935592651,1531.4359436035156,1266.2877712249756,1947.0950946807861,1629.4189796447754,27984573.0,85603777.0,90565813.0,94029577.0,59620689.0,153218563.0
2025,4,7433.333102318548,1166.2596789944557,1527.78709953062,1252.877417779738,2022.4967867943549,1720.922845655872,19817600.0,67501605.0,78413954.0,108949803.0,62009565.0,120715659.0
2026,1,7359.040169270834,1208.071181475106,1348.8816691080729,1256.5100056966146,2230.549983723958,1721.3678792317708,27117941.0,98877022.0,108417298.0,101733639.0,53076712.0,156335752.0
2026,2,7442.85,1347.1900024414062,1213.0000122070312,1215.1400146484375,2303.160009765625,1696.3199829101563,4044524.0,18106051.0,21340645.0,24143231.0,12536762.0,41437963.0
