time,temperature_2m_mean,precipitation_sum,city,year
2014-01-01,13.2,0.0,Delhi,2014
2014-01-02,11.1,0.0,Delhi,2014
2014-01-03,11.3,0.0,Delhi,2014
2014-01-04,13.5,0.0,Delhi,2014
2014-01-05,12.7,0.0,Delhi,2014
2014-01-06,11.2,0.0,Delhi,2014
2014-01-07,12.2,0.0,Delhi,2014
2014-01-08,11.6,0.0,Delhi,2014
2014-01-09,12.2,0.0,Delhi,2014
2014-01-10,12.4,0.0,Delhi,2014
2014-01-11,12.4,0.0,Delhi,2014
2014-01-12,12.8,0.0,Delhi,2014
2014-01-13,12.8,0.0,Delhi,2014
2014-01-14,13.4,0.0,Delhi,2014
2014-01-15,13.1,0.0,Delhi,2014
2014-01-16,12.6,0.0,Delhi,2014
2014-01-17,13.9,8.3,Delhi,2014
2014-01-18,13.8,19.1,Delhi,2014
2014-01-19,13.4,0.0,Delhi,2014
2014-01-20,13.2,0.0,Delhi,2014
2014-01-21,13.6,22.4,Delhi,2014
2014-01-22,14.0,4.3,Delhi,2014
2014-01-23,14.6,0.0,Delhi,2014
2014-01-24,14.3,0.0,Delhi,2014
2014-01-25,12.9,0.0,Delhi,2014
2014-01-26,14.2,0.0,Delhi,2014
2014-01-27,14.7,0.0,Delhi,2014
2014-01-28,15.3,0.0,Delhi,2014
2014-01-29,15.5,0.0,Delhi,2014
2014-01-30,15.0,0.0,Delhi,2014
2014-01-31,13.7,0.0,Delhi,2014
2014-02-01,13.6,0.0,Delhi,2014
2014-02-02,14.3,0.0,Delhi,2014
2014-02-03,16.8,0.0,Delhi,2014
2014-02-04,17.1,0.0,Delhi,2014
2014-02-05,16.1,0.4,Delhi,2014
2014-02-06,16.9,1.3,Delhi,2014
2014-02-07,17.5,0.4,Delhi,2014
2014-02-08,15.0,0.0,Delhi,2014
2014-02-09,12.6,0.0,Delhi,2014
2014-02-10,12.1,0.0,Delhi,2014
2014-02-11,12.6,0.0,Delhi,2014
2014-02-12,12.8,0.0,Delhi,2014
2014-02-13,13.0,1.0,Delhi,2014
2014-02-14,13.5,14.7,Delhi,2014
2014-02-15,13.7,0.2,Delhi,2014
2014-02-16,12.0,0.0,Delhi,2014
2014-02-17,13.5,0.0,Delhi,2014
2014-02-18,14.8,0.0,Delhi,2014
2014-02-19,14.8,0.0,Delhi,2014
2014-02-20,15.2,0.0,Delhi,2014
2014-02-21,15.9,0.0,Delhi,2014
2014-02-22,16.3,0.5,Delhi,2014
2014-02-23,15.4,0.0,Delhi,2014
2014-02-24,15.8,0.0,Delhi,2014
2014-02-25,16.5,0.0,Delhi,2014
2014-02-26,17.2,0.3,Delhi,2014
2014-02-27,16.7,4.4,Delhi,2014
2014-02-28,16.0,8.2,Delhi,2014
2014-03-01,14.7,2.0,Delhi,2014
2014-03-02,14.5,0.0,Delhi,2014
2014-03-03,15.9,0.0,Delhi,2014
2014-03-04,17.4,0.0,Delhi,2014
2014-03-05,17.3,1.7,Delhi,2014
2014-03-06,16.9,0.0,Delhi,2014
2014-03-07,16.9,0.0,Delhi,2014
2014-03-08,18.2,0.0,Delhi,2014
2014-03-09,19.2,0.7,Delhi,2014
2014-03-10,20.0,0.4,Delhi,2014
2014-03-11,19.1,17.2,Delhi,2014
2014-03-12,18.7,10.6,Delhi,2014
2014-03-13,18.1,0.0,Delhi,2014
2014-03-14,18.2,0.0,Delhi,2014
2014-03-15,19.7,0.0,Delhi,2014
2014-03-16,21.4,0.0,Delhi,2014
2014-03-17,23.3,0.0,Delhi,2014
2014-03-18,23.1,0.5,Delhi,2014
2014-03-19,20.8,0.0,Delhi,2014
2014-03-20,20.4,0.0,Delhi,2014
2014-03-21,22.7,0.3,Delhi,2014
2014-03-22,23.1,0.0,Delhi,2014
2014-03-23,21.0,0.4,Delhi,2014
2014-03-24,22.5,1.1,Delhi,2014
2014-03-25,23.7,0.2,Delhi,2014
2014-03-26,23.7,0.1,Delhi,2014
2014-03-27,23.6,0.0,Delhi,2014
2014-03-28,23.3,0.4,Delhi,2014
2014-03-29,24.3,0.0,Delhi,2014
2014-03-30,23.4,0.0,Delhi,2014
2014-03-31,23.2,0.0,Delhi,2014
2014-04-01,23.7,0.0,Delhi,2014
2014-04-02,24.5,1.5,Delhi,2014
2014-04-03,23.9,0.0,Delhi,2014
2014-04-04,24.6,0.0,Delhi,2014
2014-04-05,26.1,0.0,Delhi,2014
2014-04-06,27.7,0.0,Delhi,2014
2014-04-07,27.0,0.1,Delhi,2014
2014-04-08,24.5,0.0,Delhi,2014
2014-04-09,24.9,0.0,Delhi,2014
2014-04-10,25.6,0.0,Delhi,2014
2014-04-11,26.5,0.0,Delhi,2014
2014-04-12,27.5,0.8,Delhi,2014
2014-04-13,27.4,0.2,Delhi,2014
2014-04-14,27.0,1.0,Delhi,2014
2014-04-15,28.0,0.0,Delhi,2014
2014-04-16,28.5,0.0,Delhi,2014
2014-04-17,26.6,0.6,Delhi,2014
2014-04-18,23.2,11.0,Delhi,2014
2014-04-19,24.4,2.6,Delhi,2014
2014-04-20,25.4,0.0,Delhi,2014
2014-04-21,26.0,0.0,Delhi,2014
2014-04-22,26.4,0.0,Delhi,2014
2014-04-23,27.9,0.0,Delhi,2014
2014-04-24,28.6,0.0,Delhi,2014
2014-04-25,29.6,0.0,Delhi,2014
2014-04-26,30.1,0.2,Delhi,2014
2014-04-27,30.0,0.0,Delhi,2014
2014-04-28,30.8,0.0,Delhi,2014
2014-04-29,32.0,0.0,Delhi,2014
2014-04-30,33.6,0.0,Delhi,2014
2014-05-01,33.2,0.0,Delhi,2014
2014-05-02,32.5,0.8,Delhi,2014
2014-05-03,30.6,2.3,Delhi,2014
2014-05-04,31.1,0.0,Delhi,2014
2014-05-05,30.6,0.9,Delhi,2014
2014-05-06,28.9,1.8,Delhi,2014
2014-05-07,30.5,0.0,Delhi,2014
2014-05-08,32.2,0.0,Delhi,2014
2014-05-09,31.8,0.0,Delhi,2014
2014-05-10,31.1,0.0,Delhi,2014
2014-05-11,29.4,1.2,Delhi,2014
2014-05-12,28.3,1.9,Delhi,2014
2014-05-13,28.0,0.0,Delhi,2014
2014-05-14,28.6,0.0,Delhi,2014
2014-05-15,29.0,0.0,Delhi,2014
2014-05-16,30.2,0.0,Delhi,2014
2014-05-17,31.0,0.0,Delhi,2014
2014-05-18,31.0,0.0,Delhi,2014
2014-05-19,31.2,0.0,Delhi,2014
2014-05-20,31.6,0.0,Delhi,2014
2014-05-21,30.9,0.0,Delhi,2014
2014-05-22,32.5,0.0,Delhi,2014
2014-05-23,33.7,0.0,Delhi,2014
2014-05-24,32.3,1.5,Delhi,2014
2014-05-25,31.1,1.6,Delhi,2014
2014-05-26,30.9,0.0,Delhi,2014
2014-05-27,31.1,0.9,Delhi,2014
2014-05-28,32.6,0.0,Delhi,2014
2014-05-29,33.5,0.0,Delhi,2014
2014-05-30,34.4,0.0,Delhi,2014
2014-05-31,34.3,0.1,Delhi,2014
2014-06-01,32.8,0.1,Delhi,2014
2014-06-02,33.3,0.0,Delhi,2014
2014-06-03,34.2,0.0,Delhi,2014
2014-06-04,35.1,0.0,Delhi,2014
2014-06-05,35.9,0.0,Delhi,2014
2014-06-06,36.9,0.0,Delhi,2014
2014-06-07,37.5,0.0,Delhi,2014
2014-06-08,37.0,0.0,Delhi,2014
2014-06-09,37.1,0.0,Delhi,2014
2014-06-10,36.7,0.0,Delhi,2014
2014-06-11,36.6,0.0,Delhi,2014
2014-06-12,34.4,0.4,Delhi,2014
2014-06-13,34.3,0.2,Delhi,2014
2014-06-14,33.8,1.0,Delhi,2014
2014-06-15,34.9,1.8,Delhi,2014
2014-06-16,35.8,0.0,Delhi,2014
2014-06-17,36.8,0.0,Delhi,2014
2014-06-18,35.5,0.0,Delhi,2014
2014-06-19,34.6,0.0,Delhi,2014
2014-06-20,37.4,0.0,Delhi,2014
2014-06-21,36.8,0.0,Delhi,2014
2014-06-22,33.7,2.9,Delhi,2014
2014-06-23,32.6,1.3,Delhi,2014
2014-06-24,32.8,3.0,Delhi,2014
2014-06-25,31.9,1.3,Delhi,2014
2014-06-26,31.4,5.0,Delhi,2014
2014-06-27,33.5,0.0,Delhi,2014
2014-06-28,34.1,0.2,Delhi,2014
2014-06-29,34.3,0.0,Delhi,2014
2014-06-30,33.1,0.7,Delhi,2014
2014-07-01,32.1,0.0,Delhi,2014
2014-07-02,31.8,0.2,Delhi,2014
2014-07-03,30.7,2.6,Delhi,2014
2014-07-04,31.9,0.0,Delhi,2014
2014-07-05,32.8,1.3,Delhi,2014
2014-07-06,33.4,0.4,Delhi,2014
2014-07-07,33.3,0.1,Delhi,2014
2014-07-08,34.7,0.0,Delhi,2014
2014-07-09,35.0,0.0,Delhi,2014
2014-07-10,35.5,0.0,Delhi,2014
2014-07-11,36.0,0.0,Delhi,2014
2014-07-12,35.1,0.0,Delhi,2014
2014-07-13,34.3,0.4,Delhi,2014
2014-07-14,31.3,1.6,Delhi,2014
2014-07-15,31.8,1.7,Delhi,2014
2014-07-16,31.0,4.8,Delhi,2014
2014-07-17,30.6,2.8,Delhi,2014
2014-07-18,26.8,19.3,Delhi,2014
2014-07-19,27.3,14.7,Delhi,2014
2014-07-20,28.5,0.7,Delhi,2014
2014-07-21,30.1,1.1,Delhi,2014
2014-07-22,30.3,0.3,Delhi,2014
2014-07-23,29.2,0.9,Delhi,2014
2014-07-24,29.2,0.0,Delhi,2014
2014-07-25,28.7,0.9,Delhi,2014
2014-07-26,29.7,1.0,Delhi,2014
2014-07-27,30.0,6.8,Delhi,2014
2014-07-28,27.5,7.2,Delhi,2014
2014-07-29,27.3,18.9,Delhi,2014
2014-07-30,29.2,0.6,Delhi,2014
2014-07-31,28.7,4.7,Delhi,2014
2014-08-01,29.0,5.8,Delhi,2014
2014-08-02,30.1,10.1,Delhi,2014
2014-08-03,29.2,16.1,Delhi,2014
2014-08-04,27.1,32.8,Delhi,2014
2014-08-05,27.3,22.2,Delhi,2014
2014-08-06,29.2,1.6,Delhi,2014
2014-08-07,28.7,0.4,Delhi,2014
2014-08-08,28.2,2.5,Delhi,2014
2014-08-09,28.6,5.2,Delhi,2014
2014-08-10,29.6,1.2,Delhi,2014
2014-08-11,29.1,1.5,Delhi,2014
2014-08-12,29.9,3.8,Delhi,2014
2014-08-13,30.0,0.6,Delhi,2014
2014-08-14,29.9,0.1,Delhi,2014
2014-08-15,29.1,0.4,Delhi,2014
2014-08-16,28.8,0.5,Delhi,2014
2014-08-17,29.8,0.0,Delhi,2014
2014-08-18,29.9,0.0,Delhi,2014
2014-08-19,31.0,0.0,Delhi,2014
2014-08-20,31.7,0.0,Delhi,2014
2014-08-21,32.5,0.0,Delhi,2014
2014-08-22,32.3,0.0,Delhi,2014
2014-08-23,32.7,0.0,Delhi,2014
2014-08-24,33.1,0.0,Delhi,2014
2014-08-25,33.4,0.0,Delhi,2014
2014-08-26,34.1,2.4,Delhi,2014
2014-08-27,32.2,2.3,Delhi,2014
2014-08-28,30.2,5.6,Delhi,2014
2014-08-29,30.3,0.0,Delhi,2014
2014-08-30,29.9,4.9,Delhi,2014
2014-08-31,30.1,1.0,Delhi,2014
2014-09-01,29.0,3.9,Delhi,2014
2014-09-02,28.5,2.5,Delhi,2014
2014-09-03,27.5,18.7,Delhi,2014
2014-09-04,26.4,17.1,Delhi,2014
2014-09-05,25.5,24.9,Delhi,2014
2014-09-06,27.2,0.8,Delhi,2014
2014-09-07,28.1,4.5,Delhi,2014
2014-09-08,28.5,4.2,Delhi,2014
2014-09-09,28.9,0.7,Delhi,2014
2014-09-10,27.6,10.7,Delhi,2014
2014-09-11,26.6,6.0,Delhi,2014
2014-09-12,26.5,0.7,Delhi,2014
2014-09-13,27.6,0.4,Delhi,2014
2014-09-14,28.3,0.3,Delhi,2014
2014-09-15,28.4,0.0,Delhi,2014
2014-09-16,28.3,0.3,Delhi,2014
2014-09-17,28.7,0.1,Delhi,2014
2014-09-18,29.5,0.0,Delhi,2014
2014-09-19,29.7,0.0,Delhi,2014
2014-09-20,29.3,0.0,Delhi,2014
2014-09-21,29.8,0.0,Delhi,2014
2014-09-22,30.2,0.0,Delhi,2014
2014-09-23,30.2,0.0,Delhi,2014
2014-09-24,29.9,0.0,Delhi,2014
2014-09-25,30.0,0.0,Delhi,2014
2014-09-26,29.9,0.0,Delhi,2014
2014-09-27,30.2,0.0,Delhi,2014
2014-09-28,30.2,0.0,Delhi,2014
2014-09-29,30.3,0.0,Delhi,2014
2014-09-30,30.4,0.0,Delhi,2014
2014-10-01,29.9,0.0,Delhi,2014
2014-10-02,29.9,0.0,Delhi,2014
2014-10-03,30.1,0.0,Delhi,2014
2014-10-04,30.5,0.0,Delhi,2014
2014-10-05,30.3,0.0,Delhi,2014
2014-10-06,30.3,0.0,Delhi,2014
2014-10-07,29.8,0.0,Delhi,2014
2014-10-08,29.9,0.0,Delhi,2014
2014-10-09,29.5,0.0,Delhi,2014
2014-10-10,28.3,0.0,Delhi,2014
2014-10-11,27.8,0.0,Delhi,2014
2014-10-12,27.1,0.0,Delhi,2014
2014-10-13,26.5,0.5,Delhi,2014
2014-10-14,24.1,3.7,Delhi,2014
2014-10-15,24.2,0.5,Delhi,2014
2014-10-16,24.3,0.0,Delhi,2014
2014-10-17,23.8,0.0,Delhi,2014
2014-10-18,24.2,0.0,Delhi,2014
2014-10-19,24.7,0.0,Delhi,2014
2014-10-20,25.6,0.0,Delhi,2014
2014-10-21,26.5,0.0,Delhi,2014
2014-10-22,26.4,0.0,Delhi,2014
2014-10-23,26.5,0.0,Delhi,2014
2014-10-24,26.1,0.0,Delhi,2014
2014-10-25,24.7,2.4,Delhi,2014
2014-10-26,25.1,0.0,Delhi,2014
2014-10-27,25.4,0.0,Delhi,2014
2014-10-28,25.4,0.0,Delhi,2014
2014-10-29,25.2,0.0,Delhi,2014
2014-10-30,25.2,0.0,Delhi,2014
2014-10-31,24.4,0.1,Delhi,2014
2014-11-01,23.6,0.0,Delhi,2014
2014-11-02,22.9,0.0,Delhi,2014
2014-11-03,23.6,0.0,Delhi,2014
2014-11-04,24.4,0.0,Delhi,2014
2014-11-05,24.0,0.0,Delhi,2014
2014-11-06,23.5,0.0,Delhi,2014
2014-11-07,24.8,0.0,Delhi,2014
2014-11-08,25.3,0.0,Delhi,2014
2014-11-09,24.5,0.0,Delhi,2014
2014-11-10,22.6,0.0,Delhi,2014
2014-11-11,20.7,0.0,Delhi,2014
2014-11-12,20.1,0.0,Delhi,2014
2014-11-13,19.6,0.0,Delhi,2014
2014-11-14,19.2,0.0,Delhi,2014
2014-11-15,19.1,0.0,Delhi,2014
2014-11-16,19.4,0.0,Delhi,2014
2014-11-17,19.2,0.0,Delhi,2014
2014-11-18,19.0,0.0,Delhi,2014
2014-11-19,19.0,0.0,Delhi,2014
2014-11-20,19.3,0.0,Delhi,2014
2014-11-21,19.3,0.0,Delhi,2014
2014-11-22,19.0,0.0,Delhi,2014
2014-11-23,18.8,0.0,Delhi,2014
2014-11-24,18.0,0.0,Delhi,2014
2014-11-25,18.0,0.0,Delhi,2014
2014-11-26,18.9,0.0,Delhi,2014
2014-11-27,19.4,0.0,Delhi,2014
2014-11-28,20.4,0.0,Delhi,2014
2014-11-29,21.6,0.0,Delhi,2014
2014-11-30,21.0,0.0,Delhi,2014
2014-12-01,20.4,0.0,Delhi,2014
2014-12-02,19.9,0.0,Delhi,2014
2014-12-03,20.3,0.0,Delhi,2014
2014-12-04,20.1,0.0,Delhi,2014
2014-12-05,18.8,0.0,Delhi,2014
2014-12-06,18.9,0.0,Delhi,2014
2014-12-07,18.8,0.0,Delhi,2014
2014-12-08,17.8,0.0,Delhi,2014
2014-12-09,17.9,0.0,Delhi,2014
2014-12-10,16.0,0.0,Delhi,2014
2014-12-11,14.7,0.0,Delhi,2014
2014-12-12,14.9,0.0,Delhi,2014
2014-12-13,15.3,4.3,Delhi,2014
2014-12-14,15.1,1.8,Delhi,2014
2014-12-15,14.5,0.5,Delhi,2014
2014-12-16,13.7,0.0,Delhi,2014
2014-12-17,13.5,0.0,Delhi,2014
2014-12-18,13.3,0.0,Delhi,2014
2014-12-19,13.0,0.0,Delhi,2014
2014-12-20,11.9,0.0,Delhi,2014
2014-12-21,11.0,0.0,Delhi,2014
2014-12-22,10.1,0.0,Delhi,2014
2014-12-23,10.8,0.0,Delhi,2014
2014-12-24,12.0,0.0,Delhi,2014
2014-12-25,12.4,0.0,Delhi,2014
2014-12-26,12.8,0.0,Delhi,2014
2014-12-27,13.0,0.0,Delhi,2014
2014-12-28,11.9,0.0,Delhi,2014
2014-12-29,11.5,0.0,Delhi,2014
2014-12-30,12.0,0.0,Delhi,2014
2014-12-31,12.7,0.0,Delhi,2014
2015-01-01,16.3,0.0,Delhi,2015
2015-01-02,15.3,4.2,Delhi,2015
2015-01-03,15.6,0.1,Delhi,2015
2015-01-04,14.4,0.0,Delhi,2015
2015-01-05,14.3,0.0,Delhi,2015
2015-01-06,15.1,0.0,Delhi,2015
2015-01-07,13.8,0.0,Delhi,2015
2015-01-08,13.0,0.0,Delhi,2015
2015-01-09,12.4,0.0,Delhi,2015
2015-01-10,11.9,0.0,Delhi,2015
2015-01-11,11.7,0.0,Delhi,2015
2015-01-12,11.3,0.0,Delhi,2015
2015-01-13,11.2,0.0,Delhi,2015
2015-01-14,12.9,4.1,Delhi,2015
2015-01-15,12.0,0.0,Delhi,2015
2015-01-16,13.3,0.0,Delhi,2015
2015-01-17,13.8,0.0,Delhi,2015
2015-01-18,13.7,0.0,Delhi,2015
2015-01-19,13.1,0.0,Delhi,2015
2015-01-20,12.7,0.0,Delhi,2015
2015-01-21,12.6,3.8,Delhi,2015
2015-01-22,12.8,17.0,Delhi,2015
2015-01-23,14.1,0.0,Delhi,2015
2015-01-24,14.4,0.0,Delhi,2015
2015-01-25,13.7,0.0,Delhi,2015
2015-01-26,13.3,0.0,Delhi,2015
2015-01-27,12.9,0.0,Delhi,2015
2015-01-28,11.4,0.0,Delhi,2015
2015-01-29,11.0,0.0,Delhi,2015
2015-01-30,11.8,0.0,Delhi,2015
2015-01-31,13.1,0.0,Delhi,2015
2015-02-01,13.9,0.0,Delhi,2015
2015-02-02,15.8,1.2,Delhi,2015
2015-02-03,17.0,13.2,Delhi,2015
2015-02-04,13.9,0.0,Delhi,2015
2015-02-05,14.1,0.0,Delhi,2015
2015-02-06,13.5,0.0,Delhi,2015
2015-02-07,14.8,0.0,Delhi,2015
2015-02-08,15.3,2.1,Delhi,2015
2015-02-09,15.8,0.0,Delhi,2015
2015-02-10,15.1,0.0,Delhi,2015
2015-02-11,14.8,0.0,Delhi,2015
2015-02-12,15.2,0.0,Delhi,2015
2015-02-13,16.7,0.0,Delhi,2015
2015-02-14,18.8,0.0,Delhi,2015
2015-02-15,18.4,0.0,Delhi,2015
2015-02-16,19.8,0.0,Delhi,2015
2015-02-17,20.4,1.6,Delhi,2015
2015-02-18,19.7,12.0,Delhi,2015
2015-02-19,20.1,1.6,Delhi,2015
2015-02-20,21.2,0.0,Delhi,2015
2015-02-21,20.7,0.0,Delhi,2015
2015-02-22,20.6,0.0,Delhi,2015
2015-02-23,20.2,0.0,Delhi,2015
2015-02-24,21.0,0.1,Delhi,2015
2015-02-25,21.5,5.2,Delhi,2015
2015-02-26,18.7,0.0,Delhi,2015
2015-02-27,17.0,0.0,Delhi,2015
2015-02-28,18.2,0.2,Delhi,2015
2015-03-01,17.1,22.9,Delhi,2015
2015-03-02,16.3,22.8,Delhi,2015
2015-03-03,15.7,1.0,Delhi,2015
2015-03-04,15.2,0.0,Delhi,2015
2015-03-05,16.5,0.0,Delhi,2015
2015-03-06,18.2,0.0,Delhi,2015
2015-03-07,18.3,10.5,Delhi,2015
2015-03-08,18.3,0.9,Delhi,2015
2015-03-09,16.6,3.9,Delhi,2015
2015-03-10,16.1,0.0,Delhi,2015
2015-03-11,17.4,0.0,Delhi,2015
2015-03-12,18.5,0.0,Delhi,2015
2015-03-13,19.0,2.9,Delhi,2015
2015-03-14,20.0,4.1,Delhi,2015
2015-03-15,18.2,20.6,Delhi,2015
2015-03-16,18.2,6.7,Delhi,2015
2015-03-17,19.3,0.0,Delhi,2015
2015-03-18,18.9,0.0,Delhi,2015
2015-03-19,19.2,0.0,Delhi,2015
2015-03-20,20.3,0.0,Delhi,2015
2015-03-21,22.0,0.0,Delhi,2015
2015-03-22,23.2,0.0,Delhi,2015
2015-03-23,24.0,0.0,Delhi,2015
2015-03-24,24.2,0.0,Delhi,2015
2015-03-25,25.2,0.0,Delhi,2015
2015-03-26,26.8,0.0,Delhi,2015
2015-03-27,27.3,0.0,Delhi,2015
2015-03-28,25.6,0.0,Delhi,2015
2015-03-29,25.7,0.4,Delhi,2015
2015-03-30,22.2,5.1,Delhi,2015
2015-03-31,23.0,0.1,Delhi,2015
2015-04-01,24.3,0.6,Delhi,2015
2015-04-02,26.6,0.0,Delhi,2015
2015-04-03,23.5,10.8,Delhi,2015
2015-04-04,20.9,17.8,Delhi,2015
2015-04-05,22.4,0.0,Delhi,2015
2015-04-06,23.8,0.0,Delhi,2015
2015-04-07,22.3,5.5,Delhi,2015
2015-04-08,23.5,0.3,Delhi,2015
2015-04-09,24.0,0.0,Delhi,2015
2015-04-10,25.4,0.0,Delhi,2015
2015-04-11,26.1,0.1,Delhi,2015
2015-04-12,24.4,0.0,Delhi,2015
2015-04-13,23.6,7.1,Delhi,2015
2015-04-14,24.2,0.6,Delhi,2015
2015-04-15,25.6,0.0,Delhi,2015
2015-04-16,26.1,0.0,Delhi,2015
2015-04-17,27.4,0.0,Delhi,2015
2015-04-18,29.6,0.0,Delhi,2015
2015-04-19,31.3,0.0,Delhi,2015
2015-04-20,31.5,0.1,Delhi,2015
2015-04-21,31.0,0.0,Delhi,2015
2015-04-22,30.3,0.0,Delhi,2015
2015-04-23,30.7,0.0,Delhi,2015
2015-04-24,31.4,0.0,Delhi,2015
2015-04-25,29.8,0.3,Delhi,2015
2015-04-26,28.6,0.0,Delhi,2015
2015-04-27,29.6,0.9,Delhi,2015
2015-04-28,29.9,3.9,Delhi,2015
2015-04-29,29.9,0.0,Delhi,2015
2015-04-30,30.6,1.1,Delhi,2015
2015-05-01,30.4,0.0,Delhi,2015
2015-05-02,30.2,0.0,Delhi,2015
2015-05-03,30.3,0.0,Delhi,2015
2015-05-04,30.6,0.0,Delhi,2015
2015-05-05,31.7,0.0,Delhi,2015
2015-05-06,32.7,0.0,Delhi,2015
2015-05-07,33.7,0.0,Delhi,2015
2015-05-08,34.7,0.0,Delhi,2015
2015-05-09,34.1,0.0,Delhi,2015
2015-05-10,33.6,0.0,Delhi,2015
2015-05-11,32.9,0.8,Delhi,2015
2015-05-12,31.2,1.3,Delhi,2015
2015-05-13,30.1,5.8,Delhi,2015
2015-05-14,29.6,1.3,Delhi,2015
2015-05-15,29.8,3.5,Delhi,2015
2015-05-16,30.1,0.0,Delhi,2015
2015-05-17,31.6,0.0,Delhi,2015
2015-05-18,34.6,0.3,Delhi,2015
2015-05-19,34.1,1.4,Delhi,2015
2015-05-20,33.5,0.0,Delhi,2015
2015-05-21,33.6,0.0,Delhi,2015
2015-05-22,34.5,0.0,Delhi,2015
2015-05-23,34.6,0.0,Delhi,2015
2015-05-24,35.1,0.0,Delhi,2015
2015-05-25,35.3,0.0,Delhi,2015
2015-05-26,35.4,0.0,Delhi,2015
2015-05-27,34.0,0.0,Delhi,2015
2015-05-28,34.1,0.0,Delhi,2015
2015-05-29,35.1,0.0,Delhi,2015
2015-05-30,35.0,0.0,Delhi,2015
2015-05-31,34.8,0.1,Delhi,2015
2015-06-01,33.3,0.2,Delhi,2015
2015-06-02,32.1,0.3,Delhi,2015
2015-06-03,31.2,0.5,Delhi,2015
2015-06-04,30.8,0.0,Delhi,2015
2015-06-05,32.8,0.1,Delhi,2015
2015-06-06,33.1,0.0,Delhi,2015
2015-06-07,34.3,0.0,Delhi,2015
2015-06-08,35.5,0.0,Delhi,2015
2015-06-09,36.3,0.0,Delhi,2015
2015-06-10,36.3,0.5,Delhi,2015
2015-06-11,35.8,0.1,Delhi,2015
2015-06-12,35.4,0.0,Delhi,2015
2015-06-13,34.1,2.4,Delhi,2015
2015-06-14,29.0,3.7,Delhi,2015
2015-06-15,29.4,5.6,Delhi,2015
2015-06-16,31.9,0.0,Delhi,2015
2015-06-17,32.7,0.4,Delhi,2015
2015-06-18,34.1,0.0,Delhi,2015
2015-06-19,34.5,0.1,Delhi,2015
2015-06-20,32.8,1.1,Delhi,2015
2015-06-21,32.1,1.7,Delhi,2015
2015-06-22,32.0,0.6,Delhi,2015
2015-06-23,33.1,0.0,Delhi,2015
2015-06-24,31.1,16.8,Delhi,2015
2015-06-25,26.1,32.6,Delhi,2015
2015-06-26,29.8,0.0,Delhi,2015
2015-06-27,31.5,0.0,Delhi,2015
2015-06-28,32.4,0.4,Delhi,2015
2015-06-29,30.5,0.0,Delhi,2015
2015-06-30,28.8,0.4,Delhi,2015
2015-07-01,30.1,0.8,Delhi,2015
2015-07-02,30.8,0.6,Delhi,2015
2015-07-03,32.1,0.3,Delhi,2015
2015-07-04,31.8,0.6,Delhi,2015
2015-07-05,31.5,12.3,Delhi,2015
2015-07-06,29.7,6.3,Delhi,2015
2015-07-07,27.6,14.6,Delhi,2015
2015-07-08,28.2,16.5,Delhi,2015
2015-07-09,27.8,18.7,Delhi,2015
2015-07-10,26.5,61.6,Delhi,2015
2015-07-11,24.9,44.1,Delhi,2015
2015-07-12,25.4,6.4,Delhi,2015
2015-07-13,27.9,1.6,Delhi,2015
2015-07-14,29.5,0.8,Delhi,2015
2015-07-15,30.9,0.0,Delhi,2015
2015-07-16,30.3,2.3,Delhi,2015
2015-07-17,28.1,35.2,Delhi,2015
2015-07-18,29.0,5.3,Delhi,2015
2015-07-19,28.7,12.5,Delhi,2015
2015-07-20,27.5,17.4,Delhi,2015
2015-07-21,28.8,3.4,Delhi,2015
2015-07-22,29.0,1.8,Delhi,2015
2015-07-23,29.4,0.3,Delhi,2015
2015-07-24,28.8,5.6,Delhi,2015
2015-07-25,28.7,3.2,Delhi,2015
2015-07-26,28.2,1.6,Delhi,2015
2015-07-27,27.6,0.0,Delhi,2015
2015-07-28,27.7,0.2,Delhi,2015
2015-07-29,27.4,0.0,Delhi,2015
2015-07-30,27.6,2.1,Delhi,2015
2015-07-31,27.8,0.5,Delhi,2015
2015-08-01,26.8,5.5,Delhi,2015
2015-08-02,27.7,2.3,Delhi,2015
2015-08-03,28.8,0.7,Delhi,2015
2015-08-04,29.1,1.3,Delhi,2015
2015-08-05,28.5,7.2,Delhi,2015
2015-08-06,28.0,10.8,Delhi,2015
2015-08-07,27.7,8.4,Delhi,2015
2015-08-08,25.7,29.1,Delhi,2015
2015-08-09,26.0,53.0,Delhi,2015
2015-08-10,27.5,6.8,Delhi,2015
2015-08-11,27.2,11.1,Delhi,2015
2015-08-12,28.3,0.5,Delhi,2015
2015-08-13,29.1,0.5,Delhi,2015
2015-08-14,28.7,6.4,Delhi,2015
2015-08-15,27.9,11.1,Delhi,2015
2015-08-16,27.3,6.5,Delhi,2015
2015-08-17,28.7,0.3,Delhi,2015
2015-08-18,28.9,3.2,Delhi,2015
2015-08-19,29.0,1.8,Delhi,2015
2015-08-20,29.2,0.0,Delhi,2015
2015-08-21,28.6,0.3,Delhi,2015
2015-08-22,27.9,2.6,Delhi,2015
2015-08-23,28.2,5.1,Delhi,2015
2015-08-24,28.7,0.4,Delhi,2015
2015-08-25,29.6,0.0,Delhi,2015
2015-08-26,30.0,0.0,Delhi,2015
2015-08-27,29.6,1.6,Delhi,2015
2015-08-28,29.3,0.7,Delhi,2015
2015-08-29,30.1,0.0,Delhi,2015
2015-08-30,30.1,0.2,Delhi,2015
